"drange","dlat","dlon_neg","dlon","D_to_Earl_Ross_Home","D_to_Ross_Cabin","minDist","District","LLNR","XREF","Aid_x0020_Name","Aid_x0020_Type","Position_x0020__x0028_Latitude_x0029_","Position_x0020__x0028_Longitude_x0029_","Characteristic","Both_x002F_Night_x002F_Day","Height","Range","Location","Structure","Remarks","RACN_x0020_Morse_x0020_Char"
"4","46.1369283333333","-123.010249722222","123.010249722222","10.7632977379391","1.14843055277118","1.14843055277118","13","10755","","Longview Channel Lighted Buoy 17 ","FD","46-08-12.942N","123-00-36.899W","Fl G 2.5s","Night","","4","","Green.","",""
"4","46.9647025","-123.939951111111","123.939951111111","11.7698476816688","1.14901858556366","1.14901858556366","13","15770","","Grays Harbor North Channel Lighted Buoy 36 ","FD","46-57-52.929N","123-56-23.824W","Fl R 2.5s","Night","","4","","Red.","",""
"4","48.4045666666667","-122.6285","122.6285","12.9488930732719","1.15126878315062","1.15126878315062","13","18890","","Ben Ure Island Light 2 ","FD","48-24-16.440N","122-37-42.600W","Fl R 4s","Night","15","4","","TR on pole.","",""
"4","46.1308505555556","-122.996724166667","122.996724166667","10.7548910626747","1.15243244411251","1.15243244411251","13","10765","","La Du Rock Lighted Buoy 19 ","FD","46-07-51.062N","122-59-48.207W","Fl G 4s","Night","","4","","Green.","",""
"4","48.3959211111111","-122.5786175","122.5786175","12.9344066201232","1.15271841276592","1.15271841276592","13","18885","","Hope Island Light 16 ","FD","48-23-45.316N","122-34-43.023W","Fl R 2.5s","Night","23","4","","TR on pole.","",""
"4","46.12705","-122.99995","122.99995","10.7517297042034","1.15665656724285","1.15665656724285","13","10770","","Lord Island Light 20 ","FD","46-07-37.380N","122-59-59.820W","Fl R 4s","Night","25","4","","TR on multi-pile structure.","",""
"4","46.1249869444444","-122.990865555556","122.990865555556","10.748074864388","1.15742129588058","1.15742129588058","13","10800","","Slaughters Channel Lighted Buoy 23 ","FD","46-07-29.953N","122-59-27.116W","Fl G 2.5s","Night","","4","","Green.","",""
"4","46.7072302777778","-123.844299722222","123.844299722222","11.4968691409832","1.15838854017818","1.15838854017818","13","15320","","Willapa River Light 29 ","FD","46-42-26.029N","123-50-39.479W","Fl G 2.5s","Night","15","4","","SG on pile.","",""
"4","46.9649891666667","-123.95036","123.95036","11.7726659321333","1.1589769340033","1.1589769340033","13","15765","","Grays Harbor North Channel Lighted Buoy 35 ","FD","46-57-53.961N","123-57-01.296W","Fl G 4s","Night","","4","","Green.","",""
"4","46.1744841666667","-123.214828888889","123.214828888889","10.8388171764788","1.1617206063989","1.1617206063989","13","10600","","Eureka Dike Light 79 ","FD","46-10-28.143N","123-12-53.384W","Fl G 4s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.1178158333333","-122.987289166667","122.987289166667","10.7403807887105","1.16404504205983","1.16404504205983","13","10805","","Dibblee Dike Light 22 ","FD","46-07-04.137N","122-59-14.241W","Fl R 6s","Night","15","4","190 feet outside channel limit.","TR on multi-pile structure.","",""
"4","48.4266677777778","-122.976868611111","122.976868611111","13.017222428965","1.16408954416892","1.16408954416892","13","16365","","Salmon Bank Lighted Gong Buoy 3 ","FD","48-25-36.004N","122-58-36.727W","Fl G 4s","Night","","4","","Green.","",""
"4","46.1685569444444","-123.21778","123.21778","10.8335909756493","1.16828904593822","1.16828904593822","13","10595","","Eureka Dike Light 80 ","FD","46-10-06.805N","123-13-04.008W","Fl R 6s","Night","13","4","","TR on multi-pile structure.","",""
"4","46.169535","-123.229024722222","123.229024722222","10.8367818446653","1.17112349493718","1.17112349493718","13","10585","","Eureka Dike Light 77 ","FD","46-10-10.326N","123-13-44.489W","Fl G 2.5s","Night","13","4","","SG on dolphin.","",""
"4","46.9708275","-123.965855277778","123.965855277778","11.7821229385565","1.17241643028173","1.17241643028173","13","15762","","Grays Harbor North Channel Light F","FD","46-58-14.979N","123-57-57.079W","Fl Y 6s","Night","24","4","945 yards outside the channel.","NY on multi-pile structure.","",""
"4","46.9614338888889","-123.966062777778","123.966062777778","11.773068214594","1.17506105845798","1.17506105845798","13","15760","","Grays Harbor North Channel Lighted Buoy 34 ","FD","46-57-41.162N","123-57-57.826W","Fl R 4s","Night","","4","","Red.","",""
"4","46.7068319444444","-123.864901666667","123.864901666667","11.5014672003674","1.17661447765838","1.17661447765838","13","15305","","Willapa River Light 24 ","FD","46-42-24.595N","123-51-53.646W","Fl R 4s","Night","15","4","","TR on pile.","",""
"4","46.1631016666667","-123.2332775","123.2332775","10.8313248963238","1.17861792082226","1.17861792082226","13","10580","","Eureka Dike Light 76 ","FD","46-09-47.166N","123-13-59.799W","Q R","Night","15","4","","TR on dolphin.","",""
"4","48.4504344444444","-122.791926666667","122.791926666667","13.0150112784852","1.1795929840986","1.1795929840986","13","19340","","Kellett Ledge Lighted Buoy 3","FD","48-27-01.564N","122-47-30.936W","Fl G 2.5s","Night","","4","","Green.","",""
"4","46.9653341666667","-123.973196388889","123.973196388889","11.7786036874618","1.18092592814225","1.18092592814225","13","15757","","Grays Harbor North Channel Light E","FD","46-57-55.203N","123-58-23.507W","Fl Y 4s","Night","27","4","175 yards outside the channel.","NY on skeleton tower on multi-pile structure.","",""
"4","46.0933194444444","-122.924993888889","122.924993888889","10.7053218266195","1.1818379001093","1.1818379001093","13","10816","","Cowlitz River Lighted Buoy 25","FD","46-05-35.950N","122-55-29.978W","Fl G 6s","Both","","4","","Green.","",""
"4","48.4472952777778","-122.7069175","122.7069175","13.0009388717362","1.18245513381555","1.18245513381555","13","19335","","Williamson Rocks Lighted Buoy 4","FD","48-26-50.263N","122-42-24.903W","Fl R 4s","Night","","4","","Red.","",""
"4","46.16221","-123.242488888889","123.242488888889","10.8322927409999","1.18261703046089","1.18261703046089","13","10575","","Eureka Channel Lighted Buoy 73 ","FD","46-09-43.956N","123-14-32.960W","Fl G 4s","Night","","4","","Green.","",""
"4","46.2660027777778","-123.458233888889","123.458233888889","10.9788564805593","1.18425360459","1.18425360459","13","10350","","Skamokawa Creek Light 33 ","FD","46-15-57.610N","123-27-29.642W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.0884316666667","-122.909284444444","122.909284444444","10.6977992495831","1.18559196680377","1.18559196680377","13","10845","","Cottonwood Island Dike Light 31 ","FD","46-05-18.354N","122-54-33.424W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.2723116666667","-123.472055","123.472055","10.9880247484473","1.18629336240259","1.18629336240259","13","10340","","Skamokawa Light 31 ","FD","46-16-20.322N","123-28-19.398W","Q G","Night","15","4","","SG on multi-pile structure.","",""
"4","46.25454","-123.444501666667","123.444501666667","10.9646889190572","1.18686484968261","1.18686484968261","13","10365","","Price Island Light 35 ","FD","46-15-16.344N","123-26-40.206W","Fl G 4s","Night","12","4","","SG on multi-pile structure.","",""
"4","46.2664844444444","-123.467078611111","123.467078611111","10.981251991679","1.18854214297247","1.18854214297247","13","10345","","Welch Island Channel Lighted Buoy 32 ","FD","46-15-59.344N","123-28-01.483W","Q R","Night","","4","","Red.","",""
"4","46.2443308333333","-123.431649166667","123.431649166667","10.951945917185","1.18909872088376","1.18909872088376","13","10375","","Steamboat Slough Lighted Buoy 37 ","FD","46-14-39.591N","123-25-53.937W","Fl G 4s","Night","","4","","Green.","",""
"4","46.0843741666667","-122.901158888889","122.901158888889","10.6924093118296","1.18914530159253","1.18914530159253","13","10850","","Cottonwood Island Dike Light 33 ","FD","46-05-03.747N","122-54-04.172W","Fl G 4s","Night","12","4","","SG on multi-pile structure.","",""
"4","46.9580027777778","-123.981759166667","123.981759166667","11.7736112376067","1.19110676337293","1.19110676337293","13","15730","","Grays Harbor North Channel Lighted Buoy 30 ","FD","46-57-28.810N","123-58-54.333W","Q R","Night","","4","","Red.","",""
"4","46.0785797222222","-122.893345277778","122.893345277778","10.6853659787106","1.19450773775343","1.19450773775343","13","10860","","Cottonwood Island Light 35 ","FD","46-04-42.887N","122-53-36.043W","Fl G 4s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.2296833333333","-123.423086666667","123.423086666667","10.9357990445822","1.19753004151388","1.19753004151388","13","10380","","Hunting Island Light 39 ","FD","46-13-46.860N","123-25-23.112W","Fl G 2.5s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.70337","-123.888135","123.888135","11.5037734965021","1.19868602865847","1.19868602865847","13","15295","","Willapa River Light 19","FD","46-42-12.132N","123-53-17.286W","Fl G 6s","Night","15","4","","SG on pile.","",""
"4","48.4240638888889","-122.502116666667","122.502116666667","12.9536919860441","1.19898262937561","1.19898262937561","13","19157","","Swinomish Channel North Entrance Light 32","FD","48-25-26.630N","122-30-07.620W","Fl R 4s","Night","15","4","","TR on pile.","",""
"4","46.9593108333333","-123.9909875","123.9909875","11.777162263355","1.199670977992","1.199670977992","13","15728","","Grays Harbor North Channel Light D","FD","46-57-33.519N","123-59-27.555W","Fl Y 2.5s","Night","33","4","520 yards outside channel.","NY on skeleton tower on multi-pile structure.","",""
"4","46.1528408333333","-123.267028333333","123.267028333333","10.8280605892076","1.20007249480374","1.20007249480374","13","10560","","Waterford Light 69","FD","46-09-10.227N","123-16-01.302W","Fl G 4s","Night","30","4","","SG on concrete platform.","",""
"4","46.0715894444444","-122.886908333333","122.886908333333","10.6773822548378","1.20118113058873","1.20118113058873","13","10870","","Cottonwood Island Dike Light 37 ","FD","46-04-17.722N","122-53-12.870W","Fl G 4s","Night","15","4","","SG on dolphin.","",""
"4","46.2705538888889","-123.499139722222","123.499139722222","10.9922570328076","1.20257103395119","1.20257103395119","13","10325","","Welch Island Channel Lighted Buoy 28 ","FD","46-16-13.994N","123-29-56.903W","Q R","Night","","4","","Red.","",""
"4","46.9588138888889","-123.995","123.995","11.7776758628915","1.20367466484005","1.20367466484005","13","15727","","Grays Harbor North Channel Light C","FD","46-57-31.730N","123-59-42.000W","Fl Y 6s","Night","17","4","725 yards outside channel.","NY on multi-pile structure.","",""
"4","46.9513733333333","-123.993840833333","123.993840833333","11.7701804075045","1.20451172741329","1.20451172741329","13","15725","","Grays Harbor North Channel Lighted Buoy 29 ","FD","46-57-04.944N","123-59-37.827W","Fl G 4s","Night","","4","","Green.","",""
"4","46.2715616666667","-123.5059675","123.5059675","10.9947491709473","1.20553237612546","1.20553237612546","13","10320","","Rockland Light 27 ","FD","46-16-17.622N","123-30-21.483W","Fl G 2.5s","Night","15","4","","SG on pile.","",""
"4","46.21941","-123.422798888889","123.422798888889","10.9257041644588","1.2063377578967","1.2063377578967","13","10395","","Puget Island Range Lighted Buoy 41 ","FD","46-13-09.876N","123-25-22.076W","Fl G 4s","Night","","4","","Green.","",""
"4","46.0660825","-122.883426944444","122.883426944444","10.6713640834434","1.20653098593513","1.20653098593513","13","10885","","Cottonwood Island Light 39 ","FD","46-03-57.897N","122-53-00.337W","Fl G 4s","Night","26","4","","SG on pile.","",""
"4","48.4811166666667","-122.818176666667","122.818176666667","13.0489111033391","1.20965838678318","1.20965838678318","13","19370","","Lopez Pass Light 2 ","FD","48-28-52.020N","122-49-05.436W","Fl R 4s","Night","21","4","","TR on skeleton tower.","",""
"4","46.2669511111111","-123.511328888889","123.511328888889","10.9914414191274","1.21235266527599","1.21235266527599","13","10315","","Welch Island Channel Lighted Buoy 26 ","FD","46-16-01.024N","123-30-40.784W","Fl R 2.5s","Night","","4","","Red.","",""
"4","46.1480872222222","-123.297798055556","123.297798055556","10.8296866102461","1.21593990760246","1.21593990760246","13","10520","","Cathlamet Dike Light 67 ","FD","46-08-53.114N","123-17-52.073W","Fl G 4s","Night","15","4","","SG on multi-pile structure.","",""
"4","46.1440833333333","-123.289863333333","123.289863333333","10.824139899231","1.21663625764163","1.21663625764163","13","10525","","Westport Channel Lighted Buoy 68 ","FD","46-08-38.700N","123-17-23.508W","Fl R 2.5s","Night","","4","","Red.","",""
"4","46.0556630555556","-122.879483888889","122.879483888889","10.6604268240351","1.21678317121413","1.21678317121413","13","10890","","Cottonwood Island Light 41 ","FD","46-03-20.387N","122-52-46.142W","Q G","Night","20","4","","SG on multi-pile structure.","",""
"4","46.267075","-123.52026","123.52026","10.9935473834729","1.2172725108623","1.2172725108623","13","10310","","Three Tree Point Light 23 ","FD","46-16-01.470N","123-31-12.936W","Fl G 4s","Night","40","4","","SG on platform on rock.","",""
"4","46.7003316666667","-123.909028333333","123.909028333333","11.5059606881501","1.21854475028408","1.21854475028408","13","15275","","Willapa River Light 13 ","FD","46-42-01.194N","123-54-32.502W","Fl G 4s","Night","15","4","","SG on pile.","",""
"4","46.9413805555556","-124.006642777778","124.006642777778","11.7636872482694","1.2195252252125","1.2195252252125","13","15705","","Grays Harbor North Channel Lighted Buoy 27 ","FD","46-56-28.970N","124-00-23.914W","Fl G 2.5s","Night","","4","","Green.","",""
"4","46.2052966666667","-123.424741666667","123.424741666667","10.9123403210992","1.21960855366653","1.21960855366653","13","10401","","Puget Island Light 43 ","FD","46-12-19.068N","123-25-29.070W","Fl G 2.5s","Night","20","4","","SG on pile.","",""
"4","46.9367686111111","-124.007795","124.007795","11.7595086921262","1.22188999034835","1.22188999034835","13","15700","","Grays Harbor North Channel Lighted Bell Buoy 26 ","FD","46-56-12.367N","124-00-28.062W","Fl R 2.5s","Night","","4","","Red.","",""
"4","46.2057672222222","-123.431245","123.431245","10.9142034936744","1.222368633703","1.222368633703","13","10400","","Clifton Dike Light 42 ","FD","46-12-20.762N","123-25-52.482W","Fl R 4s","Night","20","4","","TR on dolphin.","",""
"4","46.922795","-124.009566111111","124.009566111111","11.7464206718389","1.22749020487312","1.22749020487312","13","15955","","Johns River Entrance Light 8 ","FD","46-55-22.062N","124-00-34.438W","Fl R 4s","Night","15","4","","TR on pile.","Higher intensity beam up and down channel.",""
"4","46.2020816666667","-123.435602222222","123.435602222222","10.9115479124032","1.22771736926675","1.22771736926675","13","10405","","Clifton Dike Light 44 ","FD","46-12-07.494N","123-26-08.168W","Fl R 6s","Night","20","4","","TR on multi-pile structure.","",""
"4","46.69659","-123.917806666667","123.917806666667","11.5045025291307","1.22805308106388","1.22805308106388","13","15270","","Willapa River Light 10","FD","46-41-47.724N","123-55-04.104W","Fl R 6s","Night","15","4","","TR on pile.","",""
"4","48.4642619444444","-122.518611111111","122.518611111111","12.9954704420328","1.23336979137484","1.23336979137484","13","19150","","Swinomish Channel North Entrance Light 29","FD","48-27-51.343N","122-31-07.000W","Fl G 6s","Day","15","4","","SG on pile.","",""
"4","48.4669958333333","-122.522538611111","122.522538611111","12.998624915928","1.23502169657359","1.23502169657359","13","19136","","Swinomish Channel North Entrance Light 26 ","FD","48-28-01.185N","122-31-21.139W","Fl R 4s","Night","17","4","","TR on pile.","",""
"4","46.9318561111111","-124.020325277778","124.020325277778","11.7578870579608","1.23528740702072","1.23528740702072","13","15695","","Grays Harbor North Channel Lighted Buoy 25 ","FD","46-55-54.682N","124-01-13.171W","Q G","Night","","4","","Green.","",""
